2000003,1000002,6,3,false
2000007,1000004,6,3,false
2000019,1000009,6,3,false
2000022,1000010,6,3,false
2000034,1000018,6,3,false
2000036,1000019,6,3,false
2000038,1000020,6,3,false
2000040,1000021,6,3,false
2000043,1000023,6,3,false
2000048,1000025,6,3,false
2000054,1000028,6,3,false
2000057,1000030,6,3,false
2000060,1000032,6,3,false
2000107,1000056,6,3,false
2000125,1000068,6,3,false
2000129,1000070,6,3,false
2000137,1000075,6,3,false
2000139,1000076,6,3,false
2000144,1000078,6,3,false
2000146,1000079,6,3,false
2000150,1000082,6,3,false
2000174,1000094,6,3,false
2000180,1000097,6,3,false
2000183,1000098,6,3,true
2000185,1000099,6,3,false
2000191,1000102,6,3,false
2000215,1000116,6,3,false
2000286,1000167,6,3,false
2000397,1000311,6,15,false
2000411,1000327,6,3,false
2000448,1000373,6,3,false
2000547,1000495,6,3,false
2000552,1000497,6,3,false
2000558,1000500,6,3,false
2000561,1000502,6,3,false
2000563,1000503,6,3,false
2000575,1000510,6,3,false
2000645,1000590,6,3,false
2000718,1000675,6,3,false
2000761,1000775,6,3,true
2000804,1000829,6,3,true
2000877,1000902,6,3,true
2000983,1001039,6,3,false
2001041,1001111,6,3,false
2001081,1001163,6,3,true
2001175,1001301,6,3,false
2001178,1001306,6,3,false
2001207,1001351,6,3,false
2001222,1001370,6,3,true
2001227,1001375,6,3,true
2001318,1001515,6,3,true
2001338,1001545,6,3,true
2001340,1001547,6,3,true
2001346,1001551,6,3,true
2001348,1001552,6,3,true
2001351,1001555,6,3,true
2001356,1001559,6,3,true
2001357,1001560,6,3,true
2001366,1001565,6,3,true
2001369,1001567,6,3,true
2001371,1001568,6,3,true
2001374,1001569,6,3,true
2001376,1001570,6,3,true
2001380,1001571,6,3,true
2001382,1001572,6,3,true
2001399,1001591,6,3,false
2001414,1001674,6,3,false
2001458,1002072,6,3,true
2001460,1002096,6,3,false
2001461,1002099,6,3,true
2001466,1002105,6,3,true
2001469,1002107,6,3,false
2001471,1002108,6,3,true
2001473,1002109,6,3,true
2001479,1002111,6,3,true
2001483,1002113,6,3,true
2001488,1002118,6,3,true
2001490,1002122,6,3,true
2001492,1002123,6,3,true
2001493,1002124,6,3,true
2001495,1002126,6,3,true
2001496,1002127,6,3,true
2001500,1002132,6,3,true
2001501,1002134,6,3,false
2001504,1002135,6,3,true
2001505,1002136,6,3,true
2001507,1002137,6,3,false
2001509,1002138,6,3,true
2001511,1002139,6,3,true
2001516,1002141,6,3,true
2001521,1002143,6,3,true
2001523,1002144,6,3,true
2001526,1002145,6,3,true
2001528,1002146,6,3,false
2001530,1002147,6,3,false
2001558,1002195,6,3,false
2001564,1002201,6,3,true
2001568,1002203,6,3,true
2001569,1002204,6,3,false
2001575,1002207,6,3,true
2001576,1002208,6,3,true
2001580,1002211,6,3,true
2001582,1002212,6,3,false
2001583,1002213,6,3,true
2001586,1002214,6,3,true
2001588,1002215,6,3,true
2001592,1002218,6,3,false
2001596,1002222,6,3,true
2001598,1002223,6,3,true
2001600,1002224,6,3,true
2001602,1002225,6,3,true
2001603,1002226,6,3,false
2001604,1002227,6,3,false
2001607,1002230,6,3,false
2001608,1002231,6,3,true
2001609,1002233,6,3,false
2001611,1002234,6,15,true
2001612,1002236,6,3,true
2001614,1002237,6,3,true
2001617,1002238,6,3,true
2001621,1002242,6,3,true
2001622,1002243,6,3,true
2001625,1002244,6,3,false
2001626,1002246,6,3,true
2001628,1002247,6,3,true
2001633,1002251,6,3,true
2001637,1002254,6,3,true
2001643,1002257,6,3,true
2001646,1002259,6,3,true
2001650,1002262,6,3,true
2001652,1002264,6,3,true
2001653,1002265,6,3,false
2001655,1002266,6,3,false
2001656,1002267,6,3,true
2001661,1002269,6,3,true
2001663,1002270,6,3,true
2001665,1002271,6,3,true
2001667,1002276,6,3,false
2001669,1002277,6,3,false
2001670,1002278,6,3,true
2001673,1002280,6,3,false
2001676,1002285,6,3,true
