1000001,54.00039,-1.55471
1000002,51.49095,0.29179
1000003,52.78725,-1.6542
1000004,50.85914,-0.08963
1000005,51.51987,-0.08227
1000006,51.34659,-0.46159
1000007,51.51389,-0.1239
1000008,51.51097,-0.09047
1000009,53.26362,-2.89155
1000010,50.41858,-4.21475
1000012,51.30582,-0.55772
1000014,52.21519,-2.21768
1000015,51.55902,0.45894
1000016,51.65954,-0.0611
1000017,51.40765,-0.21791
1000018,51.58513,0.4625
1000019,52.55245,-1.89583
1000020,51.43569,-2.63597
1000021,51.66325,-0.36523
1000023,51.62753,0.05148
1000024,51.60586,-0.17441
1000025,51.4935,-0.40038
1000026,52.61384,-1.18558
1000027,51.26988,0.51925
1000028,52.05302,-0.73237
1000029,51.42035,0.11832
1000030,50.79401,0.27674
1000031,53.81261,-3.01067
1000032,50.74371,-1.99062
1000033,50.83308,-0.19107
1000034,51.55679,-0.33679
1000035,52.45893,-1.91284
1000036,51.47464,-0.25523
1000037,51.51416,-2.53658
1000038,51.38003,0.47711
1000039,51.35695,-0.1238
1000040,51.37385,-0.55342
1000041,51.50861,-0.33673
1000042,50.92583,-1.3243
1000043,51.46773,-0.18776
1000044,51.37714,-0.09743
1000045,51.49179,-0.24789
1000046,51.52073,-0.09703
1000047,51.48619,-0.18103
1000048,51.58226,-0.22658
1000049,51.41171,-0.30499
1000050,51.39577,-0.0354
1000051,51.46625,-0.20054
1000054,51.61278,-0.14783
1000055,51.59581,-0.13345
1000056,53.5564,-2.23362
1000057,51.54627,-0.16416
1000059,53.47883,-2.25049
1000060,52.03922,-0.76097
1000062,52.96806,-1.42687
1000065,53.73832,-0.34555
1000066,51.3581,0.49737
1000067,53.74864,-3.03193
1000068,52.92182,-1.13908
1000070,51.39739,-1.29866
1000071,51.40515,-0.11881
1000072,51.73882,-0.30636
1000073,51.33008,-0.50134
1000074,51.39224,-0.31635
1000075,51.4184,-0.89217
1000076,51.44338,-2.66742
1000077,51.46288,-0.24514
1000078,51.38686,-0.74698
1000079,52.39547,-1.80894
1000081,50.47085,-4.27847
1000082,54.86169,-1.42932
1000083,52.57085,-0.3006
1000084,53.5276,-2.4009
1000085,53.27941,-2.12787
1000087,53.83442,-1.58964
1000088,52.9031,-1.24092
1000089,51.59005,-1.72131
1000090,53.40374,-2.80836
1000091,53.34925,-2.98655
1000092,53.38558,-2.20805
1000093,53.38319,-2.59547
1000094,52.38777,-1.48535
1000095,53.40375,-2.22018
1000096,53.59504,-2.70585
1000097,51.51729,-0.13038
1000098,53.47653,-2.25686
1000099,51.51238,-0.44435
1000100,51.60297,-0.41851
1000101,51.52391,-0.6415
1000102,51.24722,-1.12429
1000103,53.23604,-1.45676
1000105,51.28364,-1.05746
1000106,51.76988,-0.62757
1000108,51.19825,-0.63017
1000109,51.36075,-2.32862
1000110,51.13213,-0.12389
1000111,53.83141,-1.81974
1000112,51.50544,-0.08443
1000115,53.84364,-1.55022
1000116,50.83729,-1.78347
1000117,51.8998,-0.2086
1000119,50.39895,-3.94281
1000120,51.48699,-0.13654
1000121,51.36746,-0.26558
1000122,51.24642,-0.52528
1000123,51.35685,-0.12033
1000124,53.8672,-1.68884
1000125,51.54275,-0.36502
1000126,51.11483,-0.01205
1000127,52.57253,1.27797
